"Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Location","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Type.1","Grid.no","AM.PM","Segment","Habitat","Sal","Mix","Grass","Range","Species.category","valid"
"S35306254","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","04:29 PM","eBird - Traveling Count",20,1,0.2,NA,5,"","","End  Lat: 22.336749  Long: 80.659446    Habitat type: Thick bamboo forest and fruiting trees      C5 - segment2","Transect","C5","PM",2,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306256","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","04:49 PM","eBird - Traveling Count",17,1,0.2,NA,5,"","","End  Lat: 22.335611  Long: 80.659440    Habitat type: Thick bamboo forest    C5 - segment3","Transect","C5","PM",3,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306257","Rose-ringed Parakeet","Psittacula krameri",11587.47,6,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","05:06 PM","eBird - Traveling Count",15,1,0.2,NA,5,"","","End  Lat: 22.333470  Long: 80.659580    Habitat type: Dry deciduous forest    C5 - segment4","Transect","C5","PM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306258","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","05:21 PM","eBird - Traveling Count",7,1,0.2,NA,5,"","","End  Lat: 22.332140  Long: 80.65970    Habitat type: Dry deciduous forest    C5 - segment5","Transect","C5","PM",5,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306262","Rose-ringed Parakeet","Psittacula krameri",11587.47,7,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","05:35 PM","eBird - Traveling Count",10,1,0.2,NA,5,"","","End  Lat: 22.337313  Long: 80.659819    Habitat type: Grassland     C5 - segment7","Transect","C5","PM",7,"Grass 1.0",0,0,1,"Sarhi","species",1
"S35306283","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-19-2017","08:03 AM","eBird - Traveling Count",17,1,0.2,NA,4,"","","End  Lat: 22.15'09.3""  Long: 080.32'04.2""    F3- Jamuntola - segment5","Transect","F3","AM",5,"Sal 1.0",1,0,0,"Kisli","species",1
"S35306313","Rose-ringed Parakeet","Psittacula krameri",11587.47,4,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-19-2017","04:15 PM","eBird - Traveling Count",20,1,0.2,NA,3,"","","Bamboo interspersed with thick Sal forest     F3- Jamuntola - segment10","Transect","F3","PM",10,"Sal 1.0",1,0,0,"Kisli","species",1
"S35306329","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-19-2017","05:00 PM","eBird - Traveling Count",17,1,0.2,NA,3,"","","Habitat: Downhill through Sal forest with small bushes and bamboo around     F3- Jamuntola - segment6    ","Transect","F3","PM",6,"Sal 1.0",1,0,0,"Kisli","species",1
"S35387483","Rose-ringed Parakeet","Psittacula krameri",11587.47,4,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-19-2017","05:17 PM","eBird - Traveling Count",6,1,0.2,NA,3,"","","Habitat: High canopy Sal forest     F3- Jamuntola - segment5","Transect","F3","PM",5,"Sal 1.0",1,0,0,"Kisli","species",1
"S36136712","Rose-ringed Parakeet","Psittacula krameri",11587.47,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:30 AM","eBird - Traveling Count",15,1,1.5,NA,6,"","","From Mukki guest house to G5 transect starting point. Lat. 22°10'06.7"", long.080°38'58.1"", incidental list","General","G5","AM",NA,"",NA,NA,NA,"Mukki","species",1
"S35508318","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:01 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","Bhalai is Local Name","(1) N 22°13°23.66'       E80°55°26.42'   Name Of Range : SUPKHAR  Name of Grid     :  07 /  F11   FG                        :  JOKPANI  PLACE                 :   JAITPURI ( ACCOMADATION / 2,  VEHICLE / BULERO 09)  PERSONS            :   (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE                                    (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP                               LABOUR)  First Lap of 200M....06.14 To 06.27 AM &#61; 13 MIN    [ Habitat was Dense Jungle area with Saal +Bamboos throughout all Laps of 200 Meters each.Fifth Lap almost covered with Bamboo only....Big & Wide Bamboo Lap ]    Roughous Treepie called KURLU in local Language.  WhiteThroatedBarbet called KUTRU in local Languages.  BlackDrongo called Chatu in Local language.  Plumheaded Parakeet called Bhalai.  JungleBabler called Ghegha.    Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","Transect","F11","AM",1,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323557","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:13 AM","eBird - Traveling Count",12,1,0.2,NA,4,"","","Grid G6(Mukki)  TR-01, Segment-01  22.16305, 80.67700  Sal- 100%","Transect","G6","AM",1,"Sal 1.0",1,0,0,"Mukki","species",1
"S36143281","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:15 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","TR-1, Seg-2, lat.22°10'01.6"", long 080°39'09.8"", Grassland 100%","Transect","G5","AM",2,"Grass 1.0",0,0,1,"Mukki","species",1
"S35340760","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:27 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","(2) 221324.38 N     805530.13E  N 22°13°24.38'   E 80°55°30.13'   Name Of Range : SUPKHAR  Name of Grid : 07 / F11   FG : JOKPANI  PLACE : JAITPURI ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP LABOUR)  Second Lap of 200M....06.27 To 06.44AM&#61;17MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","Transect","F11","AM",2,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323558","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:29 AM","eBird - Traveling Count",22,1,0.2,NA,4,"","","Grid G6  TR-01, Segment-02  22.1640079, 80.67710  Meadow-90% Sal-10%","Transect","G6","AM",2,"Sal 0.1, Grass 0.9",0.1,0,0.9,"Mukki","species",1
"S35508353","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:35 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","Segment 1 of transect mundidadar in grid E6  Start point 22.287876 80.678989   Open grassland","Transect","E6","AM",1,"Grass 1.0",0,0,1,"Kanha","species",1
"S35344514","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:45 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","Team- Robin Parsatola D5 Segment 1  Lattitude: 22.303944  Longitude: 80.649477  Observer : Ravi Sharma,R.K Dube,Saurabh Bhatanagar,Abhay Kochar,Vilas Mahajan,Sujata Talegaovakar","Transect","D5","AM",1,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323540","Rose-ringed Parakeet","Psittacula krameri",11587.47,17,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:45 AM","eBird - Traveling Count",30,0,0.2,NA,4,"","","22 13 29.54  80 34 48.68    Alt 668metres              Alt  Hilly terrain Sal20%and miscellaneous","Transect","F4","AM",1,"Sal 0.2, Mix 0.8",0.2,0.8,0,"Mukki","species",1
"S36143274","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:50 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","TR-1, Seg-4,lat. 22°10'01.6"", long. 080°39'09.8"", Grassland100","Transect","G5","AM",4,"Grass 1.0",0,0,1,"Mukki","species",1
"S35365582","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:57 AM","eBird - Traveling Count",20,1,0.2,NA,6,"","","C3, Sondar transect, seg 2. 100% mixed  Start latlong known.  End 22.358214.  80.556344","Transect","C3","AM",2,"Mix 1.0",0,1,0,"Kisli","species",1
"S36325847","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:05 AM","eBird - Traveling Count",30,1,0.2,NA,5,"","","22.28322 / 80.563561 200 metre to 400meter point","Transect","E4","AM",2,"Sal 1.0",1,0,0,"Kisli","species",1
"S35323560","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:05 AM","eBird - Traveling Count",21,1,0.2,NA,4,"","","Grid G6  TR-01, Segment-04  22.16819, 80.67781  Sal-30% Meadow-70%","Transect","G6","AM",4,"Sal 0.3, Grass 0.7",0.3,0,0.7,"Mukki","species",1
"S35365978","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:19 AM","eBird - Traveling Count",12,1,0.2,NA,6,"","","C3, Sondar transect, seg 3. 100% Mixed deciduous. 560m altitude  Start: 22.358214, 80.556344","Transect","C3","AM",3,"Mix 1.0",0,1,0,"Kisli","species",1
"S35407959","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:26 AM","eBird - Traveling Count",19,1,0.2,NA,6,"","","Team Baza  Location E5 Kanhari b4 - 22.2803680.64307  Grassland. Langur, Spotted deer.","Transect","E5","AM",4,"Grass 1.0",0,0,1,"Kanha","species",1
"S35365977","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:32 AM","eBird - Traveling Count",9,1,0.2,NA,6,"","","C3, Sondar transect, Seg 4. 100% Mixed forest. 541m altitude  Start: 22.359109, 80.558569","Transect","C3","AM",4,"Mix 1.0",0,1,0,"Kisli","species",1
"S36143278","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:40 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","TR-1, Seg-7, Lat..22°09'51.4"", long. 080°39'25.3"", Sal forest 100%","Transect","G5","AM",7,"Sal 1.0",1,0,0,"Mukki","species",1
"S35365976","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:41 AM","eBird - Traveling Count",11,1,0.2,NA,6,"","","C3, Sondar transect, seg 5, 100% mixed deciduous.  Start: 22.359918, 80.559779","Transect","C3","AM",5,"Mix 1.0",0,1,0,"Kisli","species",1
"S35344503","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:43 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 4  Starting  Lattitude: 22.303364  Longitude:80.643447  Observer : Ravi Sharma,R.K Dube,Saurabh Bhatanagar,Abhay Kochar,Vilas Mahajan,Sujata Talegaovakar","Transect","D5","AM",4,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407960","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:46 AM","eBird - Traveling Count",13,1,0.2,NA,6,"","","Team Baza  Location E5 Kanhari 5 - 22.2821080.28363  Grassland and misc forest. Langur, tiger scrape marks.","Transect","E5","AM",5,"Grass 0.5, Mix 0.5",0,0.5,0.5,"Kanha","species",1
"S35407962","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:00 AM","eBird - Traveling Count",16,1,0.2,NA,6,"","","Team Baza  Location E5 Kanhari b6 - 22.3376080.59565  Mixed deciduous. Langur, tiger scratch on jamun tree n scrap marks on ground.","Transect","E5","AM",6,"Mix 1.0",0,1,0,"Kanha","species",1
"S35344501","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:08 AM","eBird - Traveling Count",11,1,0.2,NA,6,"","","Team Name Robin Parsatola D5 Segment 6  Starting  Lattitude: 22.302589  Longitude:80.637378  Observer : Ravi Sharma,R.K Dube,Saurabh Bhatanagar,Abhay Kochar,Vilas Mahajan,Sujata Talegaovakar","Transect","D5","AM",6,"Mix 1.0",0,1,0,"Kanha","species",1
"S35365974","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:12 AM","eBird - Traveling Count",10,1,0.2,NA,6,"","","C3, Sondar transect, seg 7. 100% Mixed deciduous. 590m altitude  Start: 22.360903, 80.563578","Transect","C3","AM",7,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323542","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:15 AM","eBird - Traveling Count",20,1,0.2,NA,4,"","","22 13 16.73  80 35 4.37  Alt612 metre  Hilly terrain Sal35% miscellaneous 65%","Transect","F4","AM",3,"Sal 0.35, Mix 0.65",0.35,0.65,0,"Mukki","species",1
"S35344500","Rose-ringed Parakeet","Psittacula krameri",11587.47,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:17 AM","eBird - Traveling Count",14,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 7  Starting  Lattitude: 22.302153  Longitude:80.636356","Transect","D5","AM",7,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407963","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:18 AM","eBird - Traveling Count",17,1,0.2,NA,6,"","Heard","Team Baza  Location E5 Kanhari 7 - 22.2851180.64012  Mixed deciduous. Spotted deer.","Transect","E5","AM",7,"Mix 1.0",0,1,0,"Kanha","species",1
"S35365972","Rose-ringed Parakeet","Psittacula krameri",11587.47,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:23 AM","eBird - Traveling Count",17,1,0.2,NA,6,"","","C3, Sondar transect, seg 8. 100% Mixed forest. 629m altitude  Start: 22.361311, 80.564595","Transect","C3","AM",8,"Mix 1.0",0,1,0,"Kisli","species",1
"S36062402","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:31 AM","eBird - Traveling Count",18,1,0.2,NA,6,"","","Team Name - Robin Parsatola D5 Segment 8  Mix deciduous  Starting  Lattitude: 22.302343  Longitude:80.634952","Transect","D5","AM",8,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407964","Rose-ringed Parakeet","Psittacula krameri",11587.47,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:36 AM","eBird - Traveling Count",39,1,0.2,NA,6,"","Flight","Team Baza  Location E5 Kanhari 8 - 22.2867980.63931  Mixed deciduous.","Transect","E5","AM",8,"Mix 1.0",0,1,0,"Kanha","species",1
"S35344499","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:49 AM","eBird - Traveling Count",10,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 9  Starting  Lattitude: 22.301887  Longitude:80.63222","Transect","D5","AM",9,"Mix 1.0",0,1,0,"Kanha","species",1
"S35344883","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:35 AM","eBird - Casual Observation",NA,0,NA,NA,6,"","","To badhrinath","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S36143286","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","02:30 PM","eBird - Stationary Count",150,1,NA,NA,1,"","","Incidental morning of 18 Mar 22°11'4"",80°36'39""(Mukki guest house)","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35323450","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:35 PM","eBird - Traveling Count",10,1,0.2,NA,5,"","","Segment 1 of transect mundidadar in grid E6  Open grassland","Transect","E6","PM",1,"Grass 1.0",0,0,1,"Kanha","species",1
"S35344497","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:54 PM","eBird - Traveling Count",8,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 1  Starting  Lattitude: 22.301787  Longitude:80.629784","Transect","D5","PM",1,"Mix 1.0",0,1,0,"Kanha","species",1
"S35344496","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:02 PM","eBird - Traveling Count",5,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 2  Starting  Lattitude:22.301906   Longitude:80.632568","Transect","D5","PM",2,"Mix 1.0",0,1,0,"Kanha","species",1
"S35366203","Rose-ringed Parakeet","Psittacula krameri",11587.47,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:12 PM","eBird - Traveling Count",9,1,0.2,NA,6,"","","C3, Sondar transect, seg 3. 100% Mixed deciduous. 560m altitude  Start: 22.358214, 80.556344","Transect","C3","PM",3,"Mix 1.0",0,1,0,"Kisli","species",1
"S35366201","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:30 PM","eBird - Traveling Count",10,1,0.2,NA,6,"","","C3, Sondar transect, seg 5, 100% mixed deciduous.  Start: 22.359918, 80.559779","Transect","C3","PM",5,"Mix 1.0",0,1,0,"Kisli","species",1
"S35344492","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:32 PM","eBird - Traveling Count",11,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 6  Starting  Lattitude: 22.302858  Longitude:80.639533","Transect","D5","PM",6,"Mix 1.0",0,1,0,"Kanha","species",1
"S35306310","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:45 PM","eBird - Traveling Count",15,1,0.2,NA,7,"","","TR-1 repeat, Seg-6, lat.22°09'48.2"",long. 080°39'28.8"", hab. Sal forest 100%","Transect","G5","PM",6,"Sal 1.0",1,0,0,"Mukki","species",1
"S35407974","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:01 PM","eBird - Traveling Count",9,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b6 - 22.3376080.59565","Transect","E5","PM",6,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323603","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:16 PM","eBird - Traveling Count",16,1,0.2,NA,6,"","","Grid G6  TR-01, Segment-10  22.17910, 80.67990  22.18080, 80.68012  Sal-100%","Transect","G6","PM",10,"Sal 1.0",1,0,0,"Mukki","species",1
"S35408032","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:22 PM","eBird - Traveling Count",7,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b8 - 22.2867980.63931","Transect","E5","PM",8,"Mix 1.0",0,1,0,"Kanha","species",1
"S35366197","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:23 PM","eBird - Traveling Count",9,1,0.2,NA,6,"","","C3, Sondar transect, seg 9. 100% Mixed forest. 576m altitude  Start: 22.362117, 80.567024","Transect","C3","PM",9,"Mix 1.0",0,1,0,"Kisli","species",1
"S35407980","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:30 PM","eBird - Traveling Count",15,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b9 - 22.2882980.63820","Transect","E5","PM",9,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323500","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:30 PM","eBird - Traveling Count",17,1,0.2,NA,5,"","","22.28895/80.57465","Transect","E4","PM",8,"Sal 1.0",1,0,0,"Kisli","species",1
"S35323508","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:39 AM","eBird - Traveling Count",91,1,1,NA,5,"","","Soneghat Beat point to Transect--point start","General","E3","AM",NA,"",NA,NA,NA,"Kisli","species",1
"S35407955","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:41 AM","eBird - Casual Observation",0,0,NA,NA,4,"","","Team Baza  To sonf","General","","AM",NA,"",NA,NA,NA,NA,"species",1
